Slice Item ;Raw material Item ;;Qté;Qté Unit ;Unit ;;Site 59;;;;;;
M500354;M200183;BOM_M500354-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500354;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500355;M200183;BOM_M500355-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500355;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500356;M200183;BOM_M500356-01;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500356;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500357;M200183;BOM_M500357-01;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500357;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500358;M200183;BOM_M500358-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500358;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500359;M200183;BOM_M500359-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500359;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500361;M200183;BOM_M500361-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500361;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500362;M200183;BOM_M500362;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500362;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500363;M200183;BOM_M500363-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500363;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502230;M306906;BOM_M502230-02;0.9000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502230;M206900;BOM_M306900-02;1.0000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502230;M206900;BOM_M306906-01;1.0000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502231;M306907;BOM_M502231-02;0.9000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502231;M206900;BOM_M306902-02;1.0000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502231;M206900;BOM_M306907-01;1.0000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502232;M306906;BOM_M502232-02;0.1000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M502232;M206900;BOM_M306901-01;0.1000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M502232;M206900;BOM_M306906-01;1.0000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M502233;M306907;BOM_M502233-02;0.1000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M502233;M206900;BOM_M306903-01;0.1000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M502233;M206900;BOM_M306907-01;1.0000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M502234;M206900;BOM_M502234-01;0.2500000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502234;BW00389;BOM_M206900_03;20.8500000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502236;M306905;BOM_M502236-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502236;M206900;BOM_M306905-01;1.0000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502238;M306904;BOM_M502238-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502238;M206900;BOM_M306904-01;1.0000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502239;M206900;BOM_M502239-01;0.0470000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M502239;BW00389;BOM_M206900_03;20.8500000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505150;M202050;BOM_M505150-01;2.5495000000000000;100.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505150;BW00354;BOM-M202050_01;11.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505159;M202053;M505159_01;1.0707000000000000;100.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505159;BW00354;BOM-M202053_01;21.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505164;BW00228;BOM-M200035-08;11.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505165;M202051;BOM_M505165-01;8.7975000000000000;100.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505165;BW00228;BOM-M202051_01;11.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505167;M202050;BOM_M505167-01;2.8659000000000000;100.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505167;BW00354;BOM-M202050_01;11.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505170;M202052;BOM-M505170_01;1.0000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505170;BW00354;bom-M202052_01;16.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505300;M206900;BOM_M505300-01;0.0660000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M505300;BW00389;BOM_M206900_03;20.8500000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M505301;M206900;BOM_M505301-01;0.0600000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M505301;BW00389;BOM_M206900_03;20.8500000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
TCBW00185;BW00185;BOM_TCBW00185-01;2.4400000000000000;1.0000000000000000;mm;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-SLICE;;
TCBW00228;BW00228;BOM_TCBW00228-01;2.4400000000000000;1.0000000000000000;mm;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-SLICE;;
TCBW00354;BW00354;BOM_TCBW00354-01;2.4400000000000000;1.0000000000000000;mm;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-SLICE;;
